ID;LIMIT_BAL;SEX;EDUCATION;MARRIAGE;AGE;PAY_1;PAY_2;PAY_3;PAY_4;PAY_5;PAY_6;BILL_AMT1;BILL_AMT2;BILL_AMT3;BILL_AMT4;BILL_AMT5;BILL_AMT6;PAY_AMT1;PAY_AMT2;PAY_AMT3;PAY_AMT4;PAY_AMT5;PAY_AMT6;DEF
11977;300000;1;1;2;27;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
11979;180000;2;2;1;33;0;0;0;0;0;0;47050;49282;50159;51336;54332;56249;3000;2000;2011;4000;3000;3000;
11987;250000;1;2;1;39;0;0;0;0;0;0;20461;22813;24063;24886;26446;20301;3000;2000;1500;2000;2000;3000;
11991;100000;2;2;1;27;1;1;-1;0;0;0;3856;-1278;7571;5386;1133;4143;2;9586;1014;500;3010;1;
11995;30000;1;1;2;22;0;0;0;3;2;0;18796;23153;27439;26708;26141;26823;5000;5000;0;0;1115;2500;
11996;180000;1;1;2;28;-1;-1;-1;-1;-1;-1;2619;1839;2544;1134;1313;1332;1839;2544;1134;1313;1332;2444;
12010;230000;2;1;1;31;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
12011;90000;2;2;2;39;2;2;2;2;2;2;82326;82827;87070;87961;86445;91520;2700;6500;3200;0;6500;0;
12014;80000;1;2;1;36;-1;-1;0;0;0;0;9097;31091;34651;26569;20082;25535;31091;20000;5000;10000;10000;0;
12015;80000;1;1;2;37;0;0;0;0;0;0;68553;69191;71918;71534;73344;75218;3000;3310;2200;2400;2500;2400;
12018;50000;2;2;1;47;2;0;0;2;2;2;10992;12047;15257;15410;15917;15514;1540;3750;700;900;0;600;
12022;80000;1;3;1;52;1;2;2;2;2;2;13701;13034;4119;2705;2855;1411;0;1200;0;1411;0;390;
12031;50000;1;2;2;37;0;0;0;0;0;0;50581;47990;33276;28507;28709;29793;2020;2010;2000;2000;2000;2000;
12033;360000;1;2;1;43;-1;-1;-1;-1;-1;-1;6146;945;5497;4162;1724;1569;1000;5500;4182;1800;1570;1180;
12038;80000;2;6;2;51;0;0;0;0;-1;0;9747;7592;7420;1467;7505;3837;1203;1020;1467;7505;135;61;
12044;20000;2;3;1;52;0;0;2;0;0;0;9410;11840;11260;11260;11260;0;2600;0;0;0;0;0;
12045;430000;2;1;1;37;-1;-1;-1;-1;-1;-1;1669;412;23547;5064;13258;2249;416;23547;5064;13258;2249;3686;
12050;50000;1;1;2;25;0;0;0;0;0;0;45079;45741;47561;39482;40066;38994;1773;3528;2002;2005;1398;908;
12052;50000;2;2;1;26;1;2;2;2;2;2;16919;17854;18265;20455;19986;21747;1500;1000;2500;0;2100;0;
12055;80000;2;2;1;60;1;-1;-1;-1;-1;-1;-2;759;596;-4;1426;1300;761;597;0;1430;1309;1844;
12068;20000;1;3;1;53;0;0;2;0;0;0;17614;19323;19694;20004;20159;20059;2000;1000;1000;1000;1000;800;
12070;80000;2;2;1;44;0;0;0;0;0;0;47102;24470;25614;21053;18531;19051;1473;1617;856;672;828;910;
12074;320000;2;1;1;42;0;0;0;0;0;0;197352;201913;103278;62891;64948;66961;9000;6000;3000;3000;3000;3000;
12081;50000;2;2;1;36;-1;-1;-2;-2;-2;-2;4782;0;0;0;0;0;0;0;0;0;0;0;
12085;60000;1;1;2;27;0;0;0;0;0;2;21387;22416;23444;26038;28607;27997;1378;1406;3000;3000;0;923;
12087;50000;1;1;1;42;0;0;0;0;0;0;49887;49515;38680;29664;29057;29083;1850;1507;1100;1200;1116;2900;
12096;120000;1;1;2;29;0;0;0;0;0;0;25602;30156;33632;36574;38985;40339;5000;4000;3500;3000;2000;5036;
12097;50000;1;3;3;55;2;0;0;0;0;0;47067;48410;49218;18937;19183;19761;2400;2200;824;700;900;852;
12104;50000;1;2;1;28;-2;-2;-2;-2;-2;-2;2862;20499;9555;4807;14429;9872;20637;9588;4821;14472;10002;3254;
12105;70000;2;3;2;23;0;0;2;0;0;0;16103;17185;16581;14106;14427;11689;2800;0;650;650;570;450;
12106;200000;2;1;2;59;0;0;0;0;0;0;180887;166921;155945;109271;36753;78079;10000;30000;7;7000;73000;700;
12112;180000;2;2;2;27;0;0;0;0;0;0;28978;25271;19917;22659;16114;15587;5029;12000;12659;10000;9000;9000;
12114;500000;1;1;2;38;-1;-1;-1;-1;-1;-1;3109;34228;7981;695;1130;41026;34241;7993;695;1130;41026;25880;
12124;120000;2;2;2;43;2;2;0;0;0;0;124613;121211;120920;47951;41563;36779;0;3507;2000;2500;2000;1500;
12126;20000;2;1;2;29;1;2;0;0;0;2;6345;6098;7107;7401;7826;7552;0;1118;412;694;0;300;
12131;320000;1;1;1;40;0;0;0;0;0;0;151222;135038;108924;109710;116813;118984;6500;8000;4000;9000;4000;5000;
12146;200000;2;2;1;38;-1;-1;-1;-1;-1;-1;780;0;390;390;390;390;0;390;390;390;390;390;
12151;390000;2;1;2;29;0;0;0;0;0;0;283965;278793;275339;268728;271979;272076;8724;8445;8103;8324;9198;8365;
12152;30000;1;2;1;51;0;0;0;0;0;-2;28916;29451;27779;28340;0;0;11592;1500;959;0;0;0;
12153;20000;2;2;2;24;0;0;0;0;0;0;2004;3193;4050;4129;4367;4613;1211;1068;147;304;467;0;
12154;70000;2;2;2;23;-1;-1;-1;0;0;0;1823;326;6598;6405;7248;8090;326;6598;227;1270;1296;271;
12158;130000;1;1;2;33;1;2;2;2;0;0;36672;35807;40851;39526;41346;40630;0;6000;0;3000;1000;1100;
12162;170000;2;2;2;26;0;0;0;0;0;0;30005;30621;30308;30163;29999;29973;1842;1708;1163;1199;1173;952;
12166;110000;2;3;2;32;0;0;0;0;0;0;50433;42098;42753;42428;43740;44858;2200;2000;2500;2300;2300;2000;
12170;120000;2;3;1;58;1;-1;-1;-2;-2;-1;0;2228;0;0;0;672;2228;0;0;0;672;2507;
12175;80000;1;1;2;29;-1;-1;-1;-2;-2;-2;1567;20175;0;0;0;0;20175;0;0;0;0;900;
12189;100000;1;2;1;30;0;0;0;0;0;0;57998;60063;63925;68058;69273;56101;3000;5000;5305;3000;6600;0;
12198;240000;2;2;1;41;1;2;0;0;0;0;137327;133724;136539;137487;141291;20143;0;6702;5000;6019;6099;14762;
12204;210000;2;1;1;39;0;0;0;0;0;0;35639;42091;27751;30418;23180;68842;10000;1372;5000;1304;60000;3000;
12209;10000;1;2;2;45;-1;-1;0;0;0;0;492;9017;9787;9897;9707;-173;10300;1000;500;200;0;10200;
12212;60000;1;2;1;40;0;0;0;0;0;0;18875;20064;21227;22564;24191;25778;1500;1500;2000;2000;2000;2000;
12236;20000;2;2;1;36;2;0;0;0;2;0;17638;17058;17541;19338;17889;18486;1666;1149;1946;0;1007;0;
12254;150000;1;1;2;28;0;0;0;0;0;0;28416;37392;44547;52871;57877;64020;10000;10008;10012;10002;8006;7005;
12256;120000;2;2;2;28;-1;2;-1;-1;-1;-1;2049;1579;590;3617;2001;0;0;590;3617;2001;0;204;
12262;270000;2;1;1;40;-1;-1;-1;-1;-1;-1;19769;34813;43852;29677;33341;28413;34813;43856;29682;33341;28413;1351;
12264;50000;1;2;1;47;2;0;0;0;0;0;27143;27349;26568;26414;26263;27076;1700;1500;1000;1000;2000;2500;
12268;200000;1;3;1;36;-1;-1;-1;-1;-1;-1;5308;3959;13868;4094;2247;17794;3981;13909;4106;2253;17847;2123;
12269;110000;2;2;2;25;2;0;0;0;0;0;109924;111805;108207;75808;78490;81238;6000;4380;3000;5000;10000;3000;
12274;450000;1;2;2;32;-2;-2;-2;-2;-2;-2;-3768;-3938;-5738;-5738;-5738;-5738;179;1800;0;0;0;0;
12275;40000;2;2;2;23;2;2;2;0;0;0;33313;34086;33239;33938;34694;35389;1600;0;1250;1300;1270;2800;
12287;60000;1;2;2;36;2;2;2;2;2;0;80709;76179;71219;67687;61691;57626;2300;2000;3000;0;3000;2000;
12288;200000;1;1;1;40;-1;-1;-1;-2;-1;-1;540;454;0;0;990;0;454;0;0;990;0;0;
12291;50000;1;2;2;39;0;0;0;0;0;0;17698;16533;17636;16956;17532;19078;2005;4000;1000;1000;2000;1000;
12293;130000;2;2;2;26;0;0;0;0;0;-2;110922;113974;126194;17832;-3000;0;5000;15066;5007;0;3000;825;
12294;230000;2;2;2;35;-1;-1;0;0;0;0;2873;29488;65868;58171;56033;47192;29525;50014;8242;7032;5030;8007;
12300;390000;1;1;2;34;-2;-2;-2;-2;-1;0;5053;-9;1906;0;2258;7028;0;1915;0;2258;5001;5000;
12305;50000;2;3;1;47;-1;-1;-1;-1;-1;-1;12785;19971;5095;14867;8037;2642;19982;5095;14867;8037;2642;7023;
12320;240000;2;5;1;34;-1;-1;-1;-1;-1;-1;1731;6763;0;5717;10134;1045;6763;5717;0;10134;1045;6585;
12323;120000;2;2;2;25;1;-2;-1;-1;-1;-2;0;0;12162;1553;0;0;0;12162;1553;0;0;0;
12324;140000;1;3;2;26;0;0;0;0;0;0;18648;19561;13902;14183;13207;12996;1309;1139;420;418;816;0;
12331;300000;1;2;1;37;1;-1;2;0;0;0;-165580;324392;296931;30355;26771;23737;505000;331;1070;17771;18000;16079;
12340;250000;2;1;2;36;-1;-1;-1;-1;-1;0;6378;72173;6341;174;1676;388;72534;6456;174;1682;2;0;
12345;30000;2;2;1;53;1;3;2;3;2;0;18663;18080;18986;18390;17954;18654;0;1500;0;0;1000;692;
12349;140000;2;3;1;46;0;0;0;0;0;0;132586;135165;125427;128016;127323;130020;4800;4500;4600;4800;4800;4500;
12358;150000;2;1;2;30;-2;-2;-2;-2;-2;-2;12516;5568;6106;4357;0;0;5568;6106;4357;0;0;0;
12364;130000;2;2;2;24;0;0;-1;-1;-1;0;48764;27347;37528;2793;28865;14986;1034;37559;2805;28865;300;11083;
12376;140000;1;2;2;44;0;0;0;0;0;0;85119;86901;89583;90432;92332;94197;3153;4126;3231;3351;3400;3494;
12377;100000;1;2;2;27;0;0;0;0;0;-1;100442;96018;97453;99407;95600;981;5000;8000;3500;3500;981;0;
12378;120000;2;1;2;32;0;0;0;0;0;0;18955;18973;18204;17344;13246;26781;1315;1169;2472;453;500;8494;
12381;210000;2;1;2;27;0;0;0;0;0;-1;99050;17924;19123;20650;0;1136;1301;1500;2000;0;1136;67412;
12383;110000;2;1;2;27;-1;-1;-2;-2;-2;-2;2280;0;0;0;0;0;0;0;0;0;0;4650;
12385;330000;2;1;2;27;0;0;0;0;2;2;322464;325625;323182;325197;327750;321936;13248;13120;12833;14344;8567;7060;
12391;150000;2;2;2;32;5;4;3;2;2;2;79529;77757;75841;73678;77273;56577;0;0;0;4874;1000;0;
12395;20000;1;3;2;45;1;2;2;2;2;2;15748;16497;16928;17354;16934;18347;1300;1000;1000;0;1700;600;
12397;50000;2;2;1;45;-1;-1;0;0;0;0;2618;1969;20771;20231;19485;18280;2007;20275;1204;1001;1003;1210;
12402;340000;2;1;1;40;-1;-1;-1;-1;-1;-1;1600;93661;41533;15711;1338;6800;93661;41634;15711;1338;6800;3750;
12412;240000;1;1;2;43;-2;-2;-2;-2;-2;-2;5740;0;0;0;0;0;0;0;0;0;0;0;
12417;60000;1;2;2;27;1;2;2;2;2;2;10401;11770;10957;11480;10851;11365;2000;0;1000;0;1000;0;
12424;110000;2;2;1;25;1;2;2;2;2;0;102884;100388;104529;81319;76549;77433;0;6000;4000;0;4000;2730;
12430;150000;1;2;2;42;-2;-2;-2;-2;-2;-2;6407;-6;-3;-3;-3;1040;0;0;0;0;1043;0;
12436;280000;2;1;2;28;0;-1;-1;-1;-1;-1;7370;3395;1860;2368;3343;5110;3420;1865;2375;3353;5124;9028;
12444;320000;1;2;1;34;0;0;0;0;0;0;14237;26123;28637;24385;8559;3207;15031;8081;5072;6591;1223;0;
12445;200000;2;1;2;29;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
12448;100000;2;2;2;28;2;0;0;0;0;0;95197;87478;89245;90247;91979;94450;4050;4114;3379;3338;4000;5373;
12450;260000;2;3;1;31;0;0;-2;-2;-2;-2;20000;0;0;0;0;0;0;0;0;0;0;7287;
12452;290000;1;2;2;34;1;-2;-1;0;0;0;0;0;4524;8440;10300;0;0;4524;4000;2000;0;0;
12455;210000;1;1;2;41;0;-1;-1;-2;-2;-2;62261;6615;0;0;0;0;6615;0;0;0;0;0;
12456;170000;2;1;2;28;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
12457;370000;2;3;1;37;-2;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
12461;50000;2;3;1;36;0;0;0;0;0;0;13572;10805;8623;8799;8468;8768;1188;3000;176;169;300;1200;
12475;210000;1;1;1;28;0;0;0;0;0;0;124667;201007;144968;134975;136469;139866;145273;5065;5012;5000;5078;5000;
12492;30000;2;2;1;25;-1;2;2;0;0;0;30119;31240;30311;30270;28958;30974;1900;0;957;7000;4530;0;
12495;290000;2;1;3;29;0;0;0;0;0;0;221626;190440;118163;110728;106426;15300;6530;4200;4938;10000;2420;221000;
12496;50000;1;1;2;26;2;2;-1;0;0;0;2467;-368;1465;2282;2397;2470;0;2000;1000;300;300;2000;
12499;50000;1;3;1;48;0;0;0;0;-1;-1;45600;12404;7857;3181;2430;780;1800;1506;6;2430;780;0;
12503;400000;1;1;2;27;0;0;2;2;2;2;58995;63064;60984;61034;60881;46569;5000;0;500;39;707;0;
12506;150000;2;2;1;37;0;0;0;0;0;0;40680;44960;45976;46890;47873;48833;4960;1765;1679;1739;1757;1795;
12515;90000;2;2;2;29;0;0;0;0;0;0;89068;83890;77489;46544;48266;49926;4073;5021;3000;3000;3000;2000;
12519;390000;1;1;2;26;2;0;0;0;0;0;112320;106156;95039;85806;76981;69641;5073;3950;2627;2044;2344;3036;
12524;180000;1;1;2;40;0;0;0;0;-1;-1;123705;126429;20650;7751;1630;0;6019;1074;2038;819;0;0;
12530;440000;2;1;2;34;-2;-2;-2;-2;-2;-2;4196;10121;32921;22680;13711;11074;10137;32921;15701;5711;5074;14825;
12532;20000;2;2;2;50;0;-1;-1;-1;-1;-2;5100;2940;6050;3100;0;0;2940;6050;3100;0;0;1035;
12536;20000;1;2;2;28;0;0;0;2;2;2;6866;8246;10101;9790;10632;10312;1500;2000;0;1000;0;1000;
12540;250000;2;3;1;49;-2;-2;-2;-2;-2;-2;632;316;316;316;316;316;0;316;316;316;316;316;
12542;290000;1;1;1;38;2;2;0;0;0;0;324016;294976;297386;243558;241765;236413;0;12139;80000;10000;8443;10000;
12546;240000;1;2;1;49;-2;-2;-2;-2;-2;-2;4639;1825;973;-110;-110;-110;1838;976;110;0;0;0;
12547;90000;1;2;2;27;0;0;2;2;2;2;20249;44731;43712;52966;51988;56117;25000;0;10000;0;5000;3150;
12551;160000;1;1;2;53;2;2;-1;-1;-2;-1;1309;0;4582;0;0;2191;0;4582;0;0;2191;4825;
12558;20000;2;1;2;23;0;0;0;0;0;0;16841;17676;18804;19037;20137;20160;1642;2000;1000;1730;587;208;
12564;300000;2;1;2;31;0;0;0;-1;-1;-1;11158;1616;3658;658;662;0;1000;2700;658;662;0;0;
12574;10000;2;3;1;49;-1;-1;-2;-1;2;2;32;-358;-748;1690;1138;930;0;0;2828;0;182;0;
12580;500000;1;1;2;33;0;0;0;0;0;0;49981;45803;43838;25588;24648;23773;2200;2000;3000;2000;2657;85500;
12586;500000;2;1;2;40;-1;-1;-1;-1;-2;-1;5158;5514;14199;1537;1537;5517;5514;14220;1537;1537;5517;550;
12587;360000;2;1;1;41;0;0;0;0;0;0;250180;141206;64277;32727;13004;0;4428;2017;305;1240;0;0;
12588;10000;1;2;2;27;2;2;2;0;0;2;6743;9060;8768;9465;10212;10198;2600;0;1000;900;300;0;
12592;410000;1;2;1;37;-2;-2;-2;-2;-2;-2;4339;1695;17106;9600;2052;3829;1815;17106;9600;2052;3829;3400;
12606;60000;1;3;2;29;0;0;0;0;0;0;4262;11674;6281;7920;8472;8735;7662;1269;1908;1000;727;0;
12608;50000;2;2;2;29;0;0;0;0;0;0;9730;9067;9816;9889;8765;9136;1500;1091;1000;1000;1000;2000;
12614;470000;1;1;2;27;-1;-1;-1;-1;0;0;4007;3201;14509;21168;14501;8726;3201;14509;21168;0;1528;6970;
12617;20000;1;1;2;23;0;0;0;0;0;-1;18055;2059;2576;1834;1092;942;1100;1500;200;200;942;19840;
12628;340000;2;2;2;32;-2;-2;-2;-2;-2;-2;0;0;2500;2500;0;0;0;5000;0;0;0;0;
12632;60000;2;2;3;28;0;0;0;0;0;0;34580;15924;18124;28644;18656;15952;1300;2500;1000;1688;1000;1000;
12635;500000;1;2;1;49;-2;-1;0;0;0;0;5157;77667;94159;95209;97952;202991;77677;20000;3500;4371;107500;0;
12637;50000;2;2;2;24;1;-2;-1;-1;0;0;0;0;51400;11330;12144;12938;0;51400;11330;1000;1000;1519;
12638;100000;1;1;3;48;-1;-1;-1;0;0;-1;525;1022;897;897;319;2757;1100;1000;0;0;2800;5400;
12657;70000;1;2;3;34;-2;-2;-1;0;0;0;58875;0;72772;39980;40126;39788;0;72772;1400;1500;1500;1600;
12665;50000;2;6;1;45;0;0;0;0;0;0;48984;49878;47024;29194;27146;28506;2000;1500;2000;2000;2000;1500;
12677;200000;1;3;1;36;0;0;0;2;2;2;25469;26663;28509;27381;29054;28052;2000;3000;0;2500;0;1500;
12678;60000;2;2;2;25;0;0;0;0;0;0;18280;19468;20986;23783;25548;21811;1482;2000;3000;3000;1500;2000;
12687;180000;2;2;2;28;0;0;0;0;0;0;103203;108032;109741;112907;115924;118832;6500;5000;5000;5000;5000;5000;
12690;250000;1;1;2;42;0;0;0;0;0;0;255473;256003;254970;209124;213392;205180;11300;12177;7200;8000;7700;8003;
12694;430000;2;1;1;42;-2;-2;-2;-2;-2;-2;1580;1526;806;2792;3010;-200;1526;806;2792;3010;200;0;
12695;200000;1;1;1;38;2;0;0;0;0;0;194281;188638;190824;133233;115882;117534;7332;5818;4451;4472;3850;3602;
12696;20000;2;3;2;38;-1;-1;2;0;-1;-1;12193;11242;8015;3668;3508;5278;5015;0;0;3508;5278;780;
12698;30000;2;3;2;25;0;0;0;0;0;0;25366;27626;22034;16312;14614;0;5000;1000;326;292;0;0;
12700;360000;1;1;1;48;-1;-1;-1;-1;-2;-1;5518;2532;5504;-4;-4;881;2548;5536;0;0;885;1595;
12716;250000;2;2;1;35;1;2;2;2;2;2;196192;191745;205681;200988;217830;223254;0;17000;0;20000;9078;8500;
12721;20000;1;2;1;32;0;0;0;0;0;0;14662;10305;11127;12928;13721;14492;1500;1300;2000;1000;1000;1000;
12723;200000;1;3;1;34;0;0;0;0;-1;2;73494;82253;179964;-36;5654;804;10000;100000;0;5690;0;4421;
12724;70000;2;1;2;27;1;2;2;2;2;2;61401;62712;63586;64440;65761;67128;2900;2500;2500;2500;2600;1000;
12729;210000;2;1;1;32;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
12730;140000;1;2;2;24;-1;-1;-1;-1;-1;0;16343;1462;4326;6380;48866;23797;1462;4326;6398;48866;3500;2000;
12737;380000;1;1;1;37;-1;-1;-1;-1;-1;-1;15019;4162;2107;0;1630;0;4472;2107;0;1630;0;0;
12746;50000;1;3;1;52;2;2;2;4;3;3;37530;38630;41774;40806;41357;41380;2000;4086;0;1500;1000;1800;
12749;30000;2;2;2;23;0;0;0;0;0;0;28420;27929;28920;27997;28378;29321;1482;1703;1001;1500;1845;1001;
12750;30000;1;2;1;41;0;0;0;0;0;0;5413;13938;8448;8620;8000;0;9200;1000;172;160;0;0;
12763;500000;1;1;1;61;-1;-1;-1;0;0;0;11430;29015;25364;19550;21096;23491;29205;25428;9575;11116;15063;217;
12764;490000;1;1;2;30;0;0;0;0;0;0;250637;254499;254762;253583;232878;236555;11032;10000;10000;9012;10000;10000;
12767;80000;2;2;1;42;0;0;-1;-1;0;0;43024;9821;600;53900;55000;65000;5098;600;53900;1100;10000;0;
12772;340000;2;1;2;30;-2;-2;-2;-2;-2;-2;24400;27791;6097;2272;4336;2581;27800;6097;2272;4336;2581;1865;
12778;90000;2;3;2;50;0;0;0;0;0;0;83939;86583;87014;46293;47576;46663;4000;2500;2000;2000;2000;2000;
12781;60000;1;1;1;38;1;2;0;0;2;2;49808;48736;49525;57564;56517;81397;0;1900;8900;0;26000;2100;
12784;160000;2;1;2;35;0;0;-2;-2;-2;-2;11988;-890;-890;-890;-890;-890;0;0;0;0;0;0;
12785;20000;2;1;2;37;0;0;0;-1;-1;-2;8400;2000;0;2000;0;0;1000;0;2000;0;0;0;
12789;180000;1;1;1;46;0;0;0;-2;-2;-2;142826;61650;0;0;0;0;3000;0;0;0;0;0;
12792;50000;2;2;2;22;0;0;0;0;0;0;44320;45884;47104;48205;17555;7809;2280;2500;1401;0;3000;2110;
12799;100000;2;1;2;30;1;2;0;0;0;0;105033;102513;100693;71253;70206;71060;0;3509;3047;3500;3000;2500;
12801;10000;1;3;2;36;0;0;0;0;2;0;6470;7404;8415;9075;8785;8959;1200;1440;800;0;320;900;
12812;100000;1;3;1;54;0;0;0;5;4;3;46041;59526;72823;71105;69424;68006;15000;15000;0;0;0;2700;
12814;120000;1;2;1;58;-1;-1;-1;-1;-1;-1;396;396;396;396;396;396;396;396;396;396;396;396;
12816;20000;1;2;2;22;0;0;0;0;0;0;19844;19929;18775;13854;10718;0;1369;1162;524;606;0;0;
12817;30000;1;2;1;34;0;0;0;0;0;0;28893;26807;27942;27179;27385;28943;2000;2000;940;1000;2000;2000;
12823;140000;2;2;1;50;1;2;2;2;2;2;136183;139121;140047;141215;142019;137251;6901;4800;5006;5507;5;5308;
12828;30000;1;2;3;49;0;0;0;0;0;0;12939;14128;15354;5023;5275;54;1405;1631;300;375;54;1000;
12830;340000;1;2;2;44;0;0;0;0;0;0;327058;335584;330510;272220;269629;266723;16004;312723;9748;9800;9569;12500;
12836;120000;1;4;1;39;2;0;0;0;0;-1;114647;114645;72188;42840;19860;390;5000;10000;4000;5000;390;780;
12839;300000;2;1;2;42;-1;-1;-1;0;0;-2;6349;668;9737;367;-23;-413;668;9800;0;0;0;0;
12844;160000;2;2;1;43;-1;-1;-1;-1;-1;-1;5617;267;509;15695;515;515;267;509;15695;515;515;515;
12846;90000;1;2;1;42;2;2;2;2;2;0;95773;95489;94681;93965;90545;90529;4000;3500;3500;0;3500;4200;
12856;460000;2;1;1;54;-1;-1;-1;-1;-1;-1;7623;9483;18511;80877;45369;56789;9495;18513;80877;45369;56789;17540;
12861;50000;2;1;1;29;0;0;0;0;0;0;48305;49726;50389;30410;30364;30063;2500;2109;1100;1100;1100;1100;
12866;500000;2;1;1;54;0;0;0;0;0;0;428841;432871;436858;432945;338417;318436;15703;12000;15236;98363;11000;9000;
12871;160000;1;1;2;27;-1;-1;-2;-2;-2;-2;165;0;0;0;0;0;0;0;0;0;0;0;
12872;200000;1;2;2;27;0;-1;-1;-1;-2;-2;7934;16140;9043;-1136;-1136;-1136;16140;1000;0;0;0;0;
12875;170000;2;2;1;38;0;0;0;0;0;0;146518;142954;134372;84558;86538;88299;7031;6026;3200;3500;3200;4000;
12878;150000;2;2;2;29;-1;-1;2;0;0;2;2501;6845;4592;8617;2190;1369;4400;0;4025;407;0;1845;
12883;270000;2;2;1;34;0;0;0;0;0;0;160006;163338;166672;170000;173547;177013;5420;5532;5572;5763;5804;5996;
12886;100000;2;2;1;60;-2;-1;-1;-1;-1;-1;0;198;198;324;171;0;198;198;324;171;0;144;
12889;70000;1;3;1;69;1;2;0;0;0;0;11572;11095;12109;12905;14683;15435;0;1204;1000;2000;1000;1500;
12891;180000;2;1;2;29;0;0;0;0;0;0;134797;134041;132295;130166;129158;127963;5000;4600;4600;4700;4972;5000;
12897;380000;2;2;2;27;0;0;-1;0;0;0;4400;0;270219;3641;3717;3791;0;270219;131;135;136;76;
12904;100000;1;3;2;27;0;0;0;0;0;0;98746;99118;66147;64691;49332;50366;4146;2556;2802;1786;1850;2000;
12906;400000;2;1;2;33;-1;2;-1;-1;-1;-1;565;565;11471;1779;0;3470;0;11495;1779;0;3470;24096;
12912;130000;1;1;1;39;2;-1;-1;-1;-1;-1;390;390;390;1068;3169;390;390;390;1068;3169;390;390;
12918;210000;1;2;1;33;-2;-2;-1;-1;-1;-1;0;0;106669;13333;12780;18472;0;106669;13333;12780;19136;18660;
12926;80000;2;2;1;45;0;0;0;0;0;0;79552;81392;80966;79295;81142;80672;3130;3107;2847;3134;3072;3010;
12930;210000;1;2;2;37;0;0;0;0;0;0;15637;17560;16765;18641;18654;16229;3017;3023;5014;5012;2012;2010;
12933;200000;1;2;2;37;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
12941;60000;2;3;1;33;0;0;0;0;0;0;57561;57766;49351;28549;29063;28863;2100;3000;1500;1500;1100;1100;
12945;180000;2;3;1;33;-1;0;0;0;0;-1;170126;171247;156803;159342;10400;20650;5950;7133;7369;600;20650;21650;
12952;80000;2;2;2;24;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
12955;150000;2;1;2;29;-1;-1;-1;0;-1;-1;560;290;549;204;16048;0;390;649;145;16048;0;0;
12957;100000;1;2;2;28;0;0;0;0;-2;-1;180765;64653;10388;3762;1434;12609;3018;1400;3786;1774;12714;38665;
12962;270000;2;1;1;50;-1;-1;-1;-1;-1;-1;1363;0;6098;3500;7324;9466;0;6098;3500;7324;9466;2296;
12964;50000;2;1;2;28;2;0;0;0;0;0;34018;35165;36076;37478;38173;39012;2000;1800;2000;1000;1000;1000;
12971;280000;2;2;1;44;0;0;0;0;0;0;286706;272243;203744;203520;207878;211812;10480;8041;7200;7500;7093;5702;
12987;80000;1;2;2;26;2;0;0;0;0;0;81268;78311;79915;81371;79916;79227;3450;3508;3405;3359;3108;3400;
12999;150000;2;2;2;26;0;0;-1;-1;-2;-1;9189;4359;4880;0;0;2250;2000;4880;0;0;2250;0;
13002;60000;2;1;2;26;-2;-2;-2;-2;-2;-2;0;-108;-216;-324;-432;-540;108;108;108;108;108;0;
13004;280000;1;2;1;25;-1;-1;0;0;0;0;3863;84601;67765;63628;60860;60316;89295;2192;1899;1673;2125;1511;
13005;230000;2;1;1;36;-2;-2;-2;-2;-2;-2;3240;0;0;0;0;0;0;0;0;0;0;0;
13008;60000;2;2;1;41;0;0;0;0;0;0;60255;58374;48442;53444;27705;28291;2000;2500;1000;2400;1200;2000;
13009;70000;1;2;1;35;0;0;0;0;0;0;70480;66646;69641;46458;50679;50061;3237;4938;1693;5000;2200;1718;
13011;60000;1;2;2;26;-1;-1;2;0;-1;2;1396;1653;392;502;962;422;1700;0;500;1000;0;20417;
13018;50000;1;2;2;22;0;0;0;0;0;0;22616;21415;20769;21339;19382;18577;1668;1283;853;1000;758;475;
13032;120000;2;2;1;28;1;-2;-2;-2;-2;-2;0;0;0;0;0;0;0;0;0;0;0;0;
13035;80000;2;1;2;32;0;0;0;0;0;0;60542;61715;60582;61453;61858;61104;3000;2100;2349;2200;2200;2200;
13036;130000;1;2;1;45;-1;-1;-1;-1;-1;-1;390;390;390;390;390;0;390;390;390;390;0;780;
13038;130000;2;1;2;26;-1;-1;-1;-1;-1;-1;3597;4398;3738;1396;13069;1285;4398;3746;1396;13069;1285;1034;
13046;130000;1;2;1;31;2;2;0;0;0;0;131635;126548;127748;100291;93552;95521;0;5100;4100;3392;3521;3724;
13053;50000;2;2;2;23;0;0;0;0;0;0;49100;47910;32842;19748;19403;19536;15000;2024;5004;1000;1000;1000;
13054;290000;1;2;1;40;0;0;0;2;0;0;273270;272944;286497;279146;179536;79060;12022;24000;3;10023;10000;5000;
